Port	Period	Freq	Year	MonthIndex	TEU_thousands	TEU
Ashdod HCT	Q2-2023	Quarterly	2023	202306	150.54375	150543.75
Ashdod HCT	Q3-2023	Quarterly	2023	202309	148.68825	148688.25
Ashdod HCT	Q4-2023	Quarterly	2023	202312	87.41125	87411.25
Ashdod HCT	Q1-2024	Quarterly	2024	202403	102.07275	102072.75
Ashdod HCT	Q2-2024	Quarterly	2024	202406	184.935	184935.0
Ashdod HCT	Q3-2024	Quarterly	2024	202409	218.2645	218264.5
Ashdod HCT	Q4-2024	Quarterly	2024	202412	187.39475	187394.75
Eilat	01-2008	Monthly	2008	200801	0.002	2.0
Eilat	02-2008	Monthly	2008	200802	0.0	0.0
Eilat	03-2008	Monthly	2008	200803	0.0	0.0
Eilat	04-2008	Monthly	2008	200804	0.0	0.0
Eilat	05-2008	Monthly	2008	200805	0.009	9.0
Eilat	06-2008	Monthly	2008	200806	0.0	0.0
Eilat	07-2008	Monthly	2008	200807	0.002	2.0
Eilat	08-2008	Monthly	2008	200808	0.0	0.0
Eilat	09-2008	Monthly	2008	200809	0.001	1.0
Eilat	10-2008	Monthly	2008	200810	0.064	64.0
Eilat	11-2008	Monthly	2008	200811	0.873	873.0
Eilat	12-2008	Monthly	2008	200812	1.072	1072.0
Eilat	01-2009	Monthly	2009	200901	1.344	1344.0
Eilat	02-2009	Monthly	2009	200902	1.546	1546.0
Eilat	03-2009	Monthly	2009	200903	0.919	919.0
Eilat	04-2009	Monthly	2009	200904	1.026	1026.0
Eilat	05-2009	Monthly	2009	200905	0.0	0.0
Eilat	06-2009	Monthly	2009	200906	0.018	18.0
Eilat	07-2009	Monthly	2009	200907	0.01	10.0
Eilat	08-2009	Monthly	2009	200908	0.101	101.0
Eilat	09-2009	Monthly	2009	200909	0.01	10.0
Eilat	10-2009	Monthly	2009	200910	0.027	27.0
Eilat	11-2009	Monthly	2009	200911	0.0	0.0
Eilat	12-2009	Monthly	2009	200912	0.0	0.0
Eilat	01-2010	Monthly	2010	201001	0.0	0.0
Eilat	02-2010	Monthly	2010	201002	0.0	0.0
Eilat	03-2010	Monthly	2010	201003	0.0	0.0
Eilat	04-2010	Monthly	2010	201004	0.0	0.0
Eilat	05-2010	Monthly	2010	201005	0.0	0.0
Eilat	06-2010	Monthly	2010	201006	0.0	0.0
Eilat	07-2010	Monthly	2010	201007	0.0	0.0
Eilat	08-2010	Monthly	2010	201008	0.0	0.0
Eilat	09-2010	Monthly	2010	201009	0.0	0.0
Eilat	10-2010	Monthly	2010	201010	0.0	0.0
Eilat	11-2010	Monthly	2010	201011	0.0	0.0
Eilat	12-2010	Monthly	2010	201012	0.0	0.0
Eilat	01-2011	Monthly	2011	201101	0.0	0.0
Eilat	02-2011	Monthly	2011	201102	0.0	0.0
Eilat	03-2011	Monthly	2011	201103	0.0	0.0
Eilat	04-2011	Monthly	2011	201104	0.049	49.0
Eilat	05-2011	Monthly	2011	201105	0.0	0.0
Eilat	06-2011	Monthly	2011	201106	0.0	0.0
Eilat	07-2011	Monthly	2011	201107	0.0	0.0
Eilat	08-2011	Monthly	2011	201108	0.0	0.0
Eilat	09-2011	Monthly	2011	201109	0.0	0.0
Eilat	10-2011	Monthly	2011	201110	0.0	0.0
Eilat	11-2011	Monthly	2011	201111	0.0	0.0
Eilat	12-2011	Monthly	2011	201112	0.0	0.0
Eilat	01-2012	Monthly	2012	201201	0.0	0.0
Eilat	02-2012	Monthly	2012	201202	0.0	0.0
Eilat	03-2012	Monthly	2012	201203	0.0	0.0
Eilat	04-2012	Monthly	2012	201204	0.0	0.0
Eilat	05-2012	Monthly	2012	201205	0.0	0.0
Eilat	06-2012	Monthly	2012	201206	0.0	0.0
Eilat	07-2012	Monthly	2012	201207	0.0	0.0
Eilat	08-2012	Monthly	2012	201208	0.0	0.0
Eilat	09-2012	Monthly	2012	201209	0.0	0.0
Eilat	10-2012	Monthly	2012	201210	0.0	0.0
Eilat	11-2012	Monthly	2012	201211	0.001	1.0
Eilat	12-2012	Monthly	2012	201212	0.0	0.0
Eilat	01-2013	Monthly	2013	201301	0.0	0.0
Eilat	02-2013	Monthly	2013	201302	0.051	51.0
Eilat	03-2013	Monthly	2013	201303	0.07	70.0
Eilat	04-2013	Monthly	2013	201304	0.032	32.0
Eilat	05-2013	Monthly	2013	201305	0.0	0.0
Eilat	06-2013	Monthly	2013	201306	0.001	1.0
Eilat	07-2013	Monthly	2013	201307	0.019	19.0
Eilat	08-2013	Monthly	2013	201308	0.019	19.0
Eilat	09-2013	Monthly	2013	201309	0.006	6.0
Eilat	10-2013	Monthly	2013	201310	0.009	9.0
Eilat	11-2013	Monthly	2013	201311	0.014	14.0
Eilat	12-2013	Monthly	2013	201312	0.007	7.0
Eilat	01-2014	Monthly	2014	201401	0.0	0.0
Eilat	02-2014	Monthly	2014	201402	0.032	32.0
Eilat	03-2014	Monthly	2014	201403	0.045	45.0
Eilat	04-2014	Monthly	2014	201404	0.005	5.0
Eilat	05-2014	Monthly	2014	201405	0.002	2.0
Eilat	06-2014	Monthly	2014	201406	0.003	3.0
Eilat	07-2014	Monthly	2014	201407	0.002	2.0
Eilat	08-2014	Monthly	2014	201408	0.026	26.0
Eilat	09-2014	Monthly	2014	201409	0.03	30.0
Eilat	10-2014	Monthly	2014	201410	0.013	13.0
Eilat	11-2014	Monthly	2014	201411	0.002	2.0
Eilat	12-2014	Monthly	2014	201412	0.02	20.0
Eilat	01-2015	Monthly	2015	201501	0.0	0.0
Eilat	02-2015	Monthly	2015	201502	0.077	77.0
Eilat	03-2015	Monthly	2015	201503	0.0	0.0
Eilat	04-2015	Monthly	2015	201504	0.008	8.0
Eilat	05-2015	Monthly	2015	201505	0.027	27.0
Eilat	06-2015	Monthly	2015	201506	0.0	0.0
Eilat	07-2015	Monthly	2015	201507	0.007	7.0
Eilat	08-2015	Monthly	2015	201508	0.0	0.0
Eilat	09-2015	Monthly	2015	201509	0.0	0.0
Eilat	10-2015	Monthly	2015	201510	0.094	94.0
Eilat	11-2015	Monthly	2015	201511	0.0	0.0
Eilat	12-2015	Monthly	2015	201512	0.051	51.0
Eilat	01-2016	Monthly	2016	201601	0.0	0.0
Eilat	02-2016	Monthly	2016	201602	0.0	0.0
Eilat	03-2016	Monthly	2016	201603	0.024	24.0
Eilat	04-2016	Monthly	2016	201604	0.0	0.0
Eilat	05-2016	Monthly	2016	201605	0.015	15.0
Eilat	06-2016	Monthly	2016	201606	0.086	86.0
Eilat	07-2016	Monthly	2016	201607	0.008	8.0
Eilat	08-2016	Monthly	2016	201608	0.0	0.0
Eilat	09-2016	Monthly	2016	201609	0.025	25.0
Eilat	10-2016	Monthly	2016	201610	0.036	36.0
Eilat	11-2016	Monthly	2016	201611	0.0	0.0
Eilat	12-2016	Monthly	2016	201612	0.1	100.0
Eilat	01-2017	Monthly	2017	201701	0.037	37.0
Eilat	02-2017	Monthly	2017	201702	0.024	24.0
Eilat	03-2017	Monthly	2017	201703	0.0	0.0
Eilat	04-2017	Monthly	2017	201704	0.0	0.0
Eilat	05-2017	Monthly	2017	201705	0.012	12.0
Eilat	06-2017	Monthly	2017	201706	0.0	0.0
Eilat	07-2017	Monthly	2017	201707	0.0	0.0
Eilat	08-2017	Monthly	2017	201708	0.013	13.0
Eilat	09-2017	Monthly	2017	201709	0.014	14.0
Eilat	10-2017	Monthly	2017	201710	0.061	61.0
Eilat	11-2017	Monthly	2017	201711	0.028	28.0
Eilat	12-2017	Monthly	2017	201712	0.035	35.0
Eilat	01-2018	Monthly	2018	201801	0.0	0.0
Eilat	02-2018	Monthly	2018	201802	0.0	0.0
Eilat	03-2018	Monthly	2018	201803	0.015	15.0
Eilat	04-2018	Monthly	2018	201804	0.002	2.0
Eilat	05-2018	Monthly	2018	201805	0.0	0.0
Eilat	06-2018	Monthly	2018	201806	0.0	0.0
Eilat	07-2018	Monthly	2018	201807	0.018	18.0
Eilat	08-2018	Monthly	2018	201808	0.101	101.0
Eilat	09-2018	Monthly	2018	201809	0.027	27.0
Eilat	10-2018	Monthly	2018	201810	0.002	2.0
Eilat	11-2018	Monthly	2018	201811	0.0	0.0
Eilat	12-2018	Monthly	2018	201812	0.055	55.0
Eilat	01-2019	Monthly	2019	201901	0.016	16.0
Eilat	02-2019	Monthly	2019	201902	0.0	0.0
Eilat	03-2019	Monthly	2019	201903	0.01	10.0
Eilat	04-2019	Monthly	2019	201904	0.0	0.0
Eilat	05-2019	Monthly	2019	201905	0.0	0.0
Eilat	06-2019	Monthly	2019	201906	0.005	5.0
Eilat	07-2019	Monthly	2019	201907	0.038	38.0
Eilat	08-2019	Monthly	2019	201908	0.005	5.0
Eilat	09-2019	Monthly	2019	201909	0.01	10.0
Eilat	10-2019	Monthly	2019	201910	0.074	74.0
Eilat	11-2019	Monthly	2019	201911	0.004	4.0
Eilat	12-2019	Monthly	2019	201912	0.009	9.0
Eilat	01-2020	Monthly	2020	202001	0.074	74.0
Eilat	02-2020	Monthly	2020	202002	0.039	39.0
Eilat	03-2020	Monthly	2020	202003	0.0	0.0
Eilat	Q1-2020	Quarterly	2020	202003	0.113004424931828	113.004424931828
Eilat	04-2020	Monthly	2020	202004	0.0	0.0
Eilat	05-2020	Monthly	2020	202005	0.067	67.0
Eilat	06-2020	Monthly	2020	202006	0.044	44.0
Eilat	Q2-2020	Quarterly	2020	202006	0.111000453200096	111.000453200096
Eilat	07-2020	Monthly	2020	202007	0.003	3.0
Eilat	08-2020	Monthly	2020	202008	0.008	8.0
Eilat	09-2020	Monthly	2020	202009	0.07	70.0
Eilat	Q3-2020	Quarterly	2020	202009	0.080998234328046	80.998234328046
Eilat	10-2020	Monthly	2020	202010	0.015	15.0
Eilat	11-2020	Monthly	2020	202011	0.0	0.0
Eilat	12-2020	Monthly	2020	202012	0.057	57.0
Eilat	Q4-2020	Quarterly	2020	202012	0.0720043790129841	72.00437901298409
Eilat	01-2021	Monthly	2021	202101	0.0	0.0
Eilat	02-2021	Monthly	2021	202102	0.05	50.0
Eilat	03-2021	Monthly	2021	202103	0.01	10.0
Eilat	Q1-2021	Quarterly	2021	202103	0.0599961369454664	59.9961369454664
Eilat	04-2021	Monthly	2021	202104	0.014	14.0
Eilat	05-2021	Monthly	2021	202105	0.005	5.0
Eilat	06-2021	Monthly	2021	202106	0.002	2.0
Eilat	Q2-2021	Quarterly	2021	202106	0.0209969088125559	20.996908812555898
Eilat	07-2021	Monthly	2021	202107	0.016	16.0
Eilat	08-2021	Monthly	2021	202108	0.026	26.0
Eilat	09-2021	Monthly	2021	202109	0.001	1.0
Eilat	Q3-2021	Quarterly	2021	202109	0.0430009815937706	43.00098159377061
Eilat	10-2021	Monthly	2021	202110	0.045	45.0
Eilat	Q4-2021	Quarterly	2021	202112	0.295966220732571	295.966220732571
Eilat	Q1-2022	Quarterly	2022	202203	0.046	46.0
Eilat	Q2-2022	Quarterly	2022	202206	0.019	19.0
Eilat	Q3-2022	Quarterly	2022	202209	0.099	99.0
Eilat	Q4-2022	Quarterly	2022	202212	0.107	107.0
Eilat	Q1-2023	Quarterly	2023	202303	0.092	92.0
Eilat	Q2-2023	Quarterly	2023	202306	0.038	38.0
Eilat	Q3-2023	Quarterly	2023	202309	0.031	31.0
Eilat	Q4-2023	Quarterly	2023	202312	0.073	73.0
Eilat	Q1-2024	Quarterly	2024	202403	0.0	0.0
Eilat	Q2-2024	Quarterly	2024	202406	0.0	0.0
Eilat	Q3-2024	Quarterly	2024	202409	0.0	0.0
Eilat	Q4-2024	Quarterly	2024	202412	0.0	0.0
Haifa	01-2008	Monthly	2008	200801	111.821	111821.0
Haifa	02-2008	Monthly	2008	200802	107.855	107855.0
Haifa	03-2008	Monthly	2008	200803	121.856	121856.0
Haifa	04-2008	Monthly	2008	200804	116.791	116791.0
Haifa	05-2008	Monthly	2008	200805	117.909	117909.0
Haifa	06-2008	Monthly	2008	200806	116.313	116313.0
Haifa	07-2008	Monthly	2008	200807	121.686	121686.0
Haifa	08-2008	Monthly	2008	200808	96.541	96541.0
Haifa	09-2008	Monthly	2008	200809	62.096	62096.0
Haifa	10-2008	Monthly	2008	200810	91.875	91875.0
Haifa	11-2008	Monthly	2008	200811	101.028	101028.0
Haifa	12-2008	Monthly	2008	200812	85.347	85347.0
Haifa	01-2009	Monthly	2009	200901	86.263	86263.0
Haifa	02-2009	Monthly	2009	200902	79.897	79897.0
Haifa	03-2009	Monthly	2009	200903	95.72	95720.0
Haifa	04-2009	Monthly	2009	200904	95.683	95683.0
Haifa	05-2009	Monthly	2009	200905	102.347	102347.0
Haifa	06-2009	Monthly	2009	200906	101.921	101921.0
Haifa	07-2009	Monthly	2009	200907	100.866	100866.0
Haifa	08-2009	Monthly	2009	200908	95.339	95339.0
Haifa	09-2009	Monthly	2009	200909	84.512	84512.0
Haifa	10-2009	Monthly	2009	200910	90.226	90226.0
Haifa	11-2009	Monthly	2009	200911	95.217	95217.0
Haifa	12-2009	Monthly	2009	200912	105.532	105532.0
Haifa	01-2010	Monthly	2010	201001	93.407	93407.0
Haifa	02-2010	Monthly	2010	201002	88.625	88625.0
Haifa	03-2010	Monthly	2010	201003	115.287	115287.0
Haifa	04-2010	Monthly	2010	201004	105.094	105094.0
Haifa	05-2010	Monthly	2010	201005	114.218	114218.0
Haifa	06-2010	Monthly	2010	201006	114.558	114558.0
Haifa	07-2010	Monthly	2010	201007	110.988	110988.0
Haifa	08-2010	Monthly	2010	201008	118.677	118677.0
Haifa	09-2010	Monthly	2010	201009	105.246	105246.0
Haifa	10-2010	Monthly	2010	201010	100.435	100435.0
Haifa	11-2010	Monthly	2010	201011	102.102	102102.0
Haifa	12-2010	Monthly	2010	201012	97.82	97820.0
Haifa	01-2011	Monthly	2011	201101	86.518	86518.0
Haifa	02-2011	Monthly	2011	201102	100.097	100097.0
Haifa	03-2011	Monthly	2011	201103	115.37	115370.0
Haifa	04-2011	Monthly	2011	201104	102.965	102965.0
Haifa	05-2011	Monthly	2011	201105	117.208	117208.0
Haifa	06-2011	Monthly	2011	201106	118.078	118078.0
Haifa	07-2011	Monthly	2011	201107	105.812	105812.0
Haifa	08-2011	Monthly	2011	201108	108.437	108437.0
Haifa	09-2011	Monthly	2011	201109	90.759	90759.0
Haifa	10-2011	Monthly	2011	201110	97.236	97236.0
Haifa	11-2011	Monthly	2011	201111	100.075	100075.0
Haifa	12-2011	Monthly	2011	201112	92.96	92960.0
Haifa	01-2012	Monthly	2012	201201	119.345	119345.0
Haifa	02-2012	Monthly	2012	201202	104.673	104673.0
Haifa	03-2012	Monthly	2012	201203	133.509	133509.0
Haifa	04-2012	Monthly	2012	201204	126.614	126614.0
Haifa	05-2012	Monthly	2012	201205	125.025	125025.0
Haifa	06-2012	Monthly	2012	201206	110.551	110551.0
Haifa	07-2012	Monthly	2012	201207	114.893	114893.0
Haifa	08-2012	Monthly	2012	201208	109.5	109500.0
Haifa	09-2012	Monthly	2012	201209	97.888	97888.0
Haifa	10-2012	Monthly	2012	201210	105.79	105790.0
Haifa	11-2012	Monthly	2012	201211	106.433	106433.0
Haifa	12-2012	Monthly	2012	201212	116.4	116400.0
Haifa	01-2013	Monthly	2013	201301	131.694	131694.0
Haifa	02-2013	Monthly	2013	201302	117.912	117912.0
Haifa	03-2013	Monthly	2013	201303	130.889	130889.0
Haifa	04-2013	Monthly	2013	201304	133.791	133791.0
Haifa	05-2013	Monthly	2013	201305	132.723	132723.0
Haifa	06-2013	Monthly	2013	201306	119.385	119385.0
Haifa	07-2013	Monthly	2013	201307	125.306	125306.0
Haifa	08-2013	Monthly	2013	201308	108.204	108204.0
Haifa	09-2013	Monthly	2013	201309	87.811	87811.0
Haifa	10-2013	Monthly	2013	201310	83.851	83851.0
Haifa	11-2013	Monthly	2013	201311	82.474	82474.0
Haifa	12-2013	Monthly	2013	201312	102.949	102949.0
Haifa	01-2014	Monthly	2014	201401	94.993	94993.0
Haifa	02-2014	Monthly	2014	201402	85.613	85613.0
Haifa	03-2014	Monthly	2014	201403	102.921	102921.0
Haifa	04-2014	Monthly	2014	201404	106.096	106096.0
Haifa	05-2014	Monthly	2014	201405	102.079	102079.0
Haifa	06-2014	Monthly	2014	201406	100.898	100898.0
Haifa	07-2014	Monthly	2014	201407	115.842	115842.0
Haifa	08-2014	Monthly	2014	201408	101.495	101495.0
Haifa	09-2014	Monthly	2014	201409	97.1	97100.0
Haifa	10-2014	Monthly	2014	201410	99.709	99709.0
Haifa	11-2014	Monthly	2014	201411	88.894	88894.0
Haifa	12-2014	Monthly	2014	201412	100.604	100604.0
Haifa	01-2015	Monthly	2015	201501	100.223	100223.0
Haifa	02-2015	Monthly	2015	201502	97.627	97627.0
Haifa	03-2015	Monthly	2015	201503	125.196	125196.0
Haifa	04-2015	Monthly	2015	201504	103.952	103952.0
Haifa	05-2015	Monthly	2015	201505	96.33	96330.0
Haifa	06-2015	Monthly	2015	201506	107.838	107838.0
Haifa	07-2015	Monthly	2015	201507	103.872	103872.0
Haifa	08-2015	Monthly	2015	201508	85.558	85558.0
Haifa	09-2015	Monthly	2015	201509	92.98	92980.0
Haifa	10-2015	Monthly	2015	201510	100.286	100286.0
Haifa	11-2015	Monthly	2015	201511	99.183	99183.0
Haifa	12-2015	Monthly	2015	201512	101.53	101530.0
Haifa	01-2016	Monthly	2016	201601	103.429	103429.0
Haifa	02-2016	Monthly	2016	201602	109.82	109820.0
Haifa	03-2016	Monthly	2016	201603	124.406	124406.0
Haifa	04-2016	Monthly	2016	201604	99.604	99604.0
Haifa	05-2016	Monthly	2016	201605	107.661	107661.0
Haifa	06-2016	Monthly	2016	201606	111.421	111421.0
Haifa	07-2016	Monthly	2016	201607	102.178	102178.0
Haifa	08-2016	Monthly	2016	201608	106.552	106552.0
Haifa	09-2016	Monthly	2016	201609	104.877	104877.0
Haifa	10-2016	Monthly	2016	201610	94.866	94866.0
Haifa	11-2016	Monthly	2016	201611	100.878	100878.0
Haifa	12-2016	Monthly	2016	201612	102.246	102246.0
Haifa	01-2017	Monthly	2017	201701	116.802	116802.0
Haifa	02-2017	Monthly	2017	201702	109.037	109037.0
Haifa	03-2017	Monthly	2017	201703	124.347	124347.0
Haifa	04-2017	Monthly	2017	201704	120.904	120904.0
Haifa	05-2017	Monthly	2017	201705	121.575	121575.0
Haifa	06-2017	Monthly	2017	201706	121.26	121260.0
Haifa	07-2017	Monthly	2017	201707	109.393	109393.0
Haifa	08-2017	Monthly	2017	201708	110.45	110450.0
Haifa	09-2017	Monthly	2017	201709	98.574	98574.0
Haifa	10-2017	Monthly	2017	201710	103.222	103222.0
Haifa	11-2017	Monthly	2017	201711	104.43	104430.0
Haifa	12-2017	Monthly	2017	201712	103.311	103311.0
Haifa	01-2018	Monthly	2018	201801	112.403	112403.0
Haifa	02-2018	Monthly	2018	201802	112.638	112638.0
Haifa	03-2018	Monthly	2018	201803	126.799	126799.0
Haifa	04-2018	Monthly	2018	201804	130.683	130683.0
Haifa	05-2018	Monthly	2018	201805	127.879	127879.0
Haifa	06-2018	Monthly	2018	201806	131.558	131558.0
Haifa	07-2018	Monthly	2018	201807	135.914	135914.0
Haifa	08-2018	Monthly	2018	201808	127.701	127701.0
Haifa	09-2018	Monthly	2018	201809	111.052	111052.0
Haifa	10-2018	Monthly	2018	201810	121.552	121552.0
Haifa	11-2018	Monthly	2018	201811	119.024	119024.0
Haifa	12-2018	Monthly	2018	201812	111.947	111947.0
Haifa	01-2019	Monthly	2019	201901	123.013	123013.0
Haifa	02-2019	Monthly	2019	201902	106.443	106443.0
Haifa	03-2019	Monthly	2019	201903	125.746	125746.0
Haifa	04-2019	Monthly	2019	201904	127.316	127316.0
Haifa	05-2019	Monthly	2019	201905	118.131	118131.0
Haifa	06-2019	Monthly	2019	201906	112.027	112027.0
Haifa	07-2019	Monthly	2019	201907	116.265	116265.0
Haifa	08-2019	Monthly	2019	201908	104.006	104006.0
Haifa	09-2019	Monthly	2019	201909	102.448	102448.0
Haifa	10-2019	Monthly	2019	201910	115.624	115624.0
Haifa	11-2019	Monthly	2019	201911	112.713	112713.0
Haifa	12-2019	Monthly	2019	201912	115.423	115423.0
Haifa	01-2020	Monthly	2020	202001	124.007	124007.0
Haifa	02-2020	Monthly	2020	202002	120.547	120547.0
Haifa	03-2020	Monthly	2020	202003	129.194	129194.0
Haifa	Q1-2020	Quarterly	2020	202003	373.7626354816	373762.6354816
Haifa	04-2020	Monthly	2020	202004	132.637	132637.0
Haifa	05-2020	Monthly	2020	202005	120.993	120993.0
Haifa	06-2020	Monthly	2020	202006	112.028	112028.0
Haifa	Q2-2020	Quarterly	2020	202006	365.659492939106	365659.492939106
Haifa	07-2020	Monthly	2020	202007	124.557	124557.0
Haifa	08-2020	Monthly	2020	202008	113.777	113777.0
Haifa	09-2020	Monthly	2020	202009	113.342	113342.0
Haifa	Q3-2020	Quarterly	2020	202009	351.668334019134	351668.334019134
Haifa	10-2020	Monthly	2020	202010	132.974	132974.0
Haifa	11-2020	Monthly	2020	202011	125.407	125407.0
Haifa	12-2020	Monthly	2020	202012	114.971	114971.0
Haifa	Q4-2020	Quarterly	2020	202012	373.374707128551	373374.707128551
Haifa	01-2021	Monthly	2021	202101	127.132	127132.0
Haifa	02-2021	Monthly	2021	202102	122.928	122928.0
Haifa	03-2021	Monthly	2021	202103	126.274	126274.0
Haifa	Q1-2021	Quarterly	2021	202103	376.309770020586	376309.770020586
Haifa	04-2021	Monthly	2021	202104	121.885	121885.0
Haifa	05-2021	Monthly	2021	202105	134.011	134011.0
Haifa	06-2021	Monthly	2021	202106	130.127	130127.0
Haifa	Q2-2021	Quarterly	2021	202106	385.966177645203	385966.177645203
Haifa	07-2021	Monthly	2021	202107	118.613	118613.0
Haifa	08-2021	Monthly	2021	202108	125.5	125500.0
Haifa	09-2021	Monthly	2021	202109	105.251	105251.0
Haifa	Q3-2021	Quarterly	2021	202109	349.371975198281	349371.975198281
Haifa	10-2021	Monthly	2021	202110	121.087	121087.0
Haifa	Q4-2021	Quarterly	2021	202112	351.457887348166	351457.887348166
Haifa	Q1-2022	Quarterly	2022	202203	354.496	354496.0
Haifa	Q2-2022	Quarterly	2022	202206	318.193	318193.0
Haifa	Q3-2022	Quarterly	2022	202209	240.017	240017.0
Haifa	Q4-2022	Quarterly	2022	202212	157.894	157894.0
Haifa	Q1-2023	Quarterly	2023	202303	170.27	170270.0
Haifa	Q2-2023	Quarterly	2023	202306	191.55	191550.0
Haifa	Q3-2023	Quarterly	2023	202309	176.997	176997.0
Haifa	Q4-2023	Quarterly	2023	202312	193.275	193275.0
Haifa	Q1-2024	Quarterly	2024	202403	164.873	164873.0
Haifa	Q2-2024	Quarterly	2024	202406	147.928	147928.0
Haifa	Q3-2024	Quarterly	2024	202409	172.71	172710.0
Haifa	Q4-2024	Quarterly	2024	202412	162.259	162259.0
Haifa SIPG	Q1-2020	Quarterly	2020	202003		
Haifa SIPG	Q2-2020	Quarterly	2020	202006		
Haifa SIPG	Q3-2020	Quarterly	2020	202009		
Haifa SIPG	Q4-2020	Quarterly	2020	202012		
Haifa SIPG	Q1-2021	Quarterly	2021	202103		
Haifa SIPG	Q2-2021	Quarterly	2021	202106		
Haifa SIPG	Q3-2021	Quarterly	2021	202109	7.12816271628831	7128.162716288311
Haifa SIPG	Q4-2021	Quarterly	2021	202112	25.8560489929849	25856.0489929849
Haifa SIPG	Q1-2022	Quarterly	2022	202203	51.46875	51468.75
Haifa SIPG	Q2-2022	Quarterly	2022	202206	102.593	102593.0
Haifa SIPG	Q3-2022	Quarterly	2022	202209	123.99825	123998.25
Haifa SIPG	Q4-2022	Quarterly	2022	202212	172.14825	172148.25
Haifa SIPG	Q1-2023	Quarterly	2023	202303	222.086	222086.0
Haifa SIPG	Q2-2023	Quarterly	2023	202306	231.56675	231566.75
Haifa SIPG	Q3-2023	Quarterly	2023	202309	214.0545	214054.5
Haifa SIPG	Q4-2023	Quarterly	2023	202312	145.084	145084.0
Haifa SIPG	Q1-2024	Quarterly	2024	202403	159.88275	159882.75
Haifa SIPG	Q2-2024	Quarterly	2024	202406	132.7875	132787.5
Haifa SIPG	Q3-2024	Quarterly	2024	202409	129.34675	129346.75
Haifa SIPG	Q4-2024	Quarterly	2024	202412	141.247	141247.0
